작가명,경매일,작품정보,추정가,낙찰가,차액
삼화고려소 三和高麗燒,2023.10.26,청자음각모란문동화찻잔·주자 靑磁陰刻牡丹文銅畵茶盞·注子 세트 | 3.5x5.8x2.2cmx5 외,"500,000 - 1,300,000","700,000","200,000"
한양고려소 漢陽高麗燒·해시상회 海市商會,2023.10.26,청자상감국화문찻잔·주자 靑磁象嵌菊花文茶盞·注子 세트 | 4.5x7.5x3.3cmx5 외,"500,000 - 1,500,000",낙찰 X,N/A
132 조선총독부견장 朝鮮總督府肩章,2023.10.26,. | 6x17x12cmx2,"800,000 - 2,000,000","2,200,000","1,400,000"
화신백화점 和信百貨店,2023.10.26,"나전칠기와당문함·받침 螺鈿漆器瓦當文涵·盤 | 나무에 옻칠, 나전장식 | 함 3.5x10.5x13.5cm, 받침 1.8x14.3x17.4cm","500,000 - 1,500,000","600,000","100,000"
금양당 錦養堂,2023.10.26,"나전칠기백제와당문접시 螺鈿漆器百濟瓦當文楪匙 5점 세트 | 나무에 옻칠, 나전장식 | 1.2x9.5x10.5cmx5","500,000 - 1,500,000","1,000,000","500,000"
미츠코시백화점 三越百貨店,2023.10.26,"나전낙랑문원형접시 螺鈿樂浪文圓形楪匙 5점 세트 | 나무에 옻칠, 나전장식 | 2.2x18x18cmx5","500,000 - 1,500,000","900,000","400,000"
미츠코시백화점 三越百貨店,2023.10.26,"나전낙랑문원형접시 螺鈿樂浪文圓形楪匙 5점 세트 | 나무에 옻칠, 나전장식 | 1.5x13.5x13.5cmx5","500,000 - 1,500,000","1,000,000","500,000"
김태석 金台錫,2023.08.17,시종일성의 始終一誠意 | 종이에 먹 | 29.5x129.7cm | 경주 慶州,"800,000 - 2,000,000",낙찰 X,N/A
이기우 李基雨,2023.08.17,천취한중득 심화정리개 天趣閑中得 心華靜裏開 | 종이에 먹 | 19.7x163.5cm | 전주 全州/태섭 兌燮,"300,000 - 800,000","900,000","600,000"
윤용구 尹用求,2023.08.17,소송재 小松齋 | 종이에 먹 | 37x94cm | 해평 海平/주빈 周賓,"300,000 - 800,000","350,000","50,000"
박영효 朴泳孝,2023.08.17,화기동 和氣動 | 종이에 먹 | 18x76cm | 반남 潘南/자순 子純,"300,000 - 800,000","550,000","250,000"
정학교 丁學敎,2023.08.17,시고 詩稿 대련 | 종이에 먹 | 142x41.5cmx2 | 나주 羅州/화경 化境,"1,500,000 - 3,500,000",낙찰 X,N/A
유희강 柳熙綱,2023.08.17,신라고종구 新羅古鐘句 : 만주 정창주 晩洲 鄭昌胄 시 | 종이에 먹 | 16x10.5cm | 진주 晋州,"1,000,000 - 2,300,000","1,000,000",0
오세창 吳世昌,2023.08.17,청명재궁 지기여신 淸明在躬 志氣如神 | 1943년 | 종이에 먹 | 33x121cm | 해주 海州/중명 仲銘,"600,000 - 1,500,000","600,000",0
김충현 金忠顯,2023.08.17,구여천작보 오복수위선 九如天作保 五福壽爲先 | 1974년(갑인) | 종이에 먹 | 38.6x139 | 안동 安東/서경 恕卿,"600,000 - 1,300,000","600,000",0
김응현 金膺顯,2023.08.17,시고 詩稿 : 타이베이 臺北에서 | 1980년(경신) | 종이에 먹 | 43.3x90cm | 안동 安東/선경 善卿,"500,000 - 1,300,000","1,200,000","700,000"
김준근 金俊根,2023.08.17,불 佛 | 종이에 먹 | 61x47.5cm,"1,000,000 - 2,300,000","1,300,000","300,000"
나학밀 羅學密,2023.08.17,시고 詩稿 | 종이에 먹 | 29.5x83cm,"700,000 - 2,000,000","1,000,000","300,000"
송시열 宋時烈,2023.08.17,서간 書簡 | 1663년(계묘) | 종이에 먹 | 20.5x34.5cm | 은진 恩津/영보 英甫,"600,000 - 1,300,000","600,000",0
김집 金集,2023.08.17,서간 書簡 | 1650년(경인) | 종이에 먹 | 24.2x26cm | 광산 光山/사강 士剛,"700,000 - 1,500,000",낙찰 X,N/A
금오계첩 金吾契帖,2023.08.17,"| 종이에 수묵, 먹 | 34.5x20cm(4면)","2,000,000 - 4,000,000","3,100,000","1,100,000"
허목 許穆,2023.08.17,사물잠 四勿箴 : 필첩 筆帖 | 종이에 먹 | 35.2x21.8cm(12면) | 양천 陽川/화보 和甫,"5,000,000 - 10,000,000","5,000,000",0
김석준 金奭準,2023.08.17,덕혜 德惠·아도 雅度 대련 | 1902년(임인) | 종이에 먹 | 163x32.5cmx2 | 선산 善山/희보 姬保,"2,000,000 - 4,500,000",낙찰 X,N/A
김정희 金正喜,2023.08.17,서간 書簡 | 종이에 먹 | 24x32.5cm | 경주 慶州/원춘 元春,"5,000,000 - 10,000,000","5,000,000",0
김석준 金奭準,2023.08.17,죽파 竹坡 | 1902년(임인) | 종이에 먹 | 51x123cm | 선산 善山/희보 姬保,"1,000,000 - 2,500,000",낙찰 X,N/A
이삼만 李三晩,2023.08.17,시고 詩稿 | 종이에 먹 | 56x30.7cm | 전주 全州/윤원 允遠,"500,000 - 1,300,000","500,000",0
김가진 金嘉鎭,2023.08.17,시고 詩稿 | 125x43cm | 안동 安東/덕경 德卿,"700,000 - 1,800,000","2,300,000","1,600,000"
김옥균 金玉均,2023.08.17,시고 詩稿 | 종이에 먹 | 123.5x28.5cm | 안동 安東/백온 伯溫,"1,500,000 - 3,000,000","2,600,000","1,100,000"
이준 李儁,2023.08.17,시고 詩稿 | 종이에 먹 | 137x55cm | 전주 全州/순칠 舜七,"5,000,000 - 12,000,000","7,400,000","2,400,000"
"이건방 李建芳, 이종하 李琮夏, 정인보 鄭寅普",2023.08.17,"시고 詩稿 | 종이에 먹 | 131x23.5cmx10, 129x31.5cmx10","20,000,000 - 40,000,000",낙찰 X,N/A
김구 金九,2023.08.17,만복지원 萬福之源 | 1948년 | 종이에 먹 | 41.7x157cm | 안동 安東,"12,000,000 - 25,000,000","12,500,000","500,000"
박정희 朴正熙,2023.08.17,친필편지 : 김현옥 金玄玉(1926-1997) 내무부 장관에게 | 1972년 | 종이에 펜 | 19x16.5cm | 고령 高靈,"2,000,000 - 4,000,000","2,000,000",0
신익희 申翼熙,2023.08.17,채근담 菜根譚 구 : 우석 又石에게 | 1955년 | 종이에 먹 | 40.3x148cm | 평산 平山/여구 汝耉,"3,500,000 - 6,000,000",낙찰 X,N/A
김대중 金大中,2023.08.17,사인여천 事人如天 | 1985년 | 종이에 먹 | 153x32cm | 김해 金海,"2,000,000 - 5,000,000",낙찰 X,N/A
김종필 金鍾泌,2023.08.17,민치국가 民治國家 | 1987년(정묘) | 종이에 먹 | 85x33cm | 김해 金海,"800,000 - 2,000,000","800,000",0
문익환 文益煥,2023.08.17,통일 統一 | 종이에 먹 | 61x32cm | 남평 南平,"1,800,000 - 4,000,000","1,800,000",0
이철경 李喆卿,2023.08.17,창 窓 : 가람 이병기 시 | 1982년(임자) | 종이에 먹 | 30.5x76cm | 한산 韓山,"300,000 - 800,000","1,050,000","750,000"
허백련 許百鍊,2023.08.17,시고 詩稿 | 종이에 먹 | 32.5x55.5cm | 양천 陽川,"500,000 - 1,200,000",낙찰 X,N/A
이인직 李人稙,2023.08.17,시고 詩稿 | 종이에 먹 | 137.5x33.5cm | 한산 韓山,"1,500,000 - 3,000,000","2,300,000","800,000"
"서정주 徐廷柱 서, 김은호 金殷鎬 화",2023.08.17,"국화 옆에서 : 시화 | 1975년 | 종이에 먹, 수묵 | 62x42cm","1,500,000 - 3,500,000","3,000,000","1,500,000"
서정주 徐廷柱,2023.08.17,서정주육필시선 徐廷柱肉筆詩選 : 서명본 | 1975년 | 종이에 인쇄 | 25.8x18.3cm | 달성 達城,"800,000 - 2,000,000","800,000",0
박종화 朴鍾和,2023.08.17,시고 詩稿 | 1977년(정사) | 종이에 먹 | | 밀양 密陽,"800,000 - 1,800,000","900,000","100,000"
박두진 朴斗鎭,2023.08.17,시고 詩稿 | 1974년(갑인) | 종이에 먹 | 125.5x32cm | 경주 慶州,"300,000 - 800,000","850,000","550,000"
이은상 李殷相,2023.08.17,백절불굴 百折不屈 | 1978년 | 종이에 먹 | 30.2x62.8cm | 전주 全州,"1,000,000 - 2,300,000",낙찰 X,N/A
구상 具常,2023.08.17,꽃자리 | 1991년(신미) | 종이에 먹 | 31x46cm | 능성 綾城,"600,000 - 1,300,000","1,400,000","800,000"
안병욱 安秉煜,2023.08.17,지인용 智仁勇 | 1993년 | 종이에 먹 | 66x34cm,"300,000 - 600,000",낙찰 X,N/A
이호철 李浩哲,2023.08.17,대학 大學 성의장 誠意章 | 1997년(정축) | 종이에 먹 | 42x67.5cm | 전주 全州,"200,000 - 500,000",낙찰 X,N/A
"박노석 朴奴石 서, 박생광 朴生光 화",2023.08.17,"파초잎 | 종이에 먹, 수묵담채 |","800,000 - 2,000,000",낙찰 X,N/A
김상옥 金相沃,2023.08.17,추수문장 龝水文章 | 1994년(갑술) | 종이에 먹 | 43x63cm | 김해 金海,"600,000 - 1,200,000",낙찰 X,N/A
김시종 金始鍾,2023.08.17,주역 周易 구 | 1978년(무오) | 종이에 먹 | 31x42cm | 선산 善山,"600,000 - 1,200,000",낙찰 X,N/A
김영태 金榮泰,2023.08.17,여인 女人 | 종이에 혼합재료 | 44.5x36.5cm,"300,000 - 1,000,000","950,000","650,000"
송수권 宋秀權,2023.08.17,"시화 詩畵 : 문학사상 창간 30주년에 | 1997년(정축) | 종이에 수묵담채, 먹 | 69x44cm","200,000 - 500,000",낙찰 X,N/A
김규동 金奎東,2023.08.17,산해숭심 山海崇深 : 석하 김종길 石霞 金宗吉 교수에게 | 2008년(무자) | 종이에 먹 | 20.3x41.4cm,"300,000 - 1,000,000",낙찰 X,N/A
김종길 金宗吉,2023.08.17,"가랑잎·시유역일진 詩有亦一塵 2점 일괄 | 1997년(정축) | 종이에 먹 | 34x58.2cm, 67.5x28.5cm","400,000 - 1,000,000",낙찰 X,N/A
조병화 趙炳華,2023.08.17,"사랑은 | 1995년 | 종이에 수채, 펜 | 60x41cm | 한양 漢陽","400,000 - 1,000,000",낙찰 X,N/A
조병화 趙炳華,2023.08.17,엽서 : 노정 손광은 蘆汀 孫光殷(1936-) 선생께 | 1991년 | 종이에 펜 | 11x15cm | 한양 漢陽,"200,000 - 500,000",낙찰 X,N/A
조병화 趙炳華,2023.08.17,무상 無常 | 1976년(병진) | 종이에 먹 | 126x31.8cm | 한양 漢陽,"300,000 - 700,000","350,000","50,000"
조병화 趙炳華,2023.08.17,내일 | 1992년 | 종이에 먹 | 77x53cm | 한양 漢陽,"300,000 - 600,000",낙찰 X,N/A
어효선 魚孝善,2023.08.17,석수 石壽 : 문학사상 200호 발간 기념 | 1989년(기사) | 종이에 수묵담채 | 31.5x40cm | 경흥 慶興,"300,000 - 800,000",낙찰 X,N/A
박경종 朴京鍾,2023.08.17,초록바다 : 부채 | 종이에 수묵담채 | 23x74cm,"300,000 - 800,000",낙찰 X,N/A
이주홍 李周洪,2023.08.17,"글씨, 시화 외 5점 일괄 | 종이에 수묵담채, 먹 | 33x108cm, 10.4x21.2cmx3, 14x47cm","400,000 - 1,000,000","400,000",0
고은 高銀,2023.08.17,주역 周易 구 | 1983년(계해) | 종이에 먹 | 132x33cmx2,"1,800,000 - 3,500,000","1,800,000",0
임옥상 林玉相,2023.08.17,고은 高銀 선생 | 1994년 | 종이부조에 채색 | 57x55cm,"5,000,000 - 8,000,000",낙찰 X,N/A
고은 高銀,2023.08.17,"들국화 | 종이에 먹, 담채 | 30.8x84cm","800,000 - 1,600,000",낙찰 X,N/A
이종상 李鐘祥,2023.08.17,시화 詩畵 : 문학사상 창간 30주년 기념 축시 | 2002년 | 종이에 수묵담채 | 65x68cm | 광주 廣州,"2,000,000 - 4,000,000","2,100,000","100,000"
송영방 宋榮邦,2023.08.17,"시화 詩畵 : 문학사상 창간 30주년 기념 축시 | 종이에 수묵담채, 먹 | 70.2x101cm | 은진 恩津","500,000 - 1,200,000","800,000","300,000"
홍윤숙 洪允淑,2023.08.17,그 날 심은 한 그루 나무가 : 문학사상 창간 30주년 기념 축시 | 1997년 | 종이에 먹 | 31.6x73cm,"200,000 - 500,000",낙찰 X,N/A
김현승 金顯承,2023.08.17,편지 : 노정 손광은 蘆汀 孫光殷(1936-) 선생께 | 종이에 펜 | 26x18cmx4 | 김해 金海,"300,000 - 600,000","300,000",0
박동규 朴東奎,2023.08.17,축시 祝詩 : 문학사상 300호 발간 기념 | 1997년 | 종이에 먹 | 33.3x54.5cm | 경주 慶州,"200,000 - 500,000",낙찰 X,N/A
"김춘수 金春洙 서, 강신석 姜信碩 화",2023.08.17,"부재 不在 : 시화 | 1978년 | 종이에 파스텔, 펜 | 40x31cm","1,200,000 - 2,500,000","1,200,000",0
김춘수 金春洙,2023.08.17,시법 詩法 | 1989년 | 종이에 펜 | 32.5x68cm | 광산 光山,"500,000 - 1,300,000",낙찰 X,N/A
오영수 吳永壽 외 21인,2023.08.17,윤남경 尹男慶(1931-2008) 선생께 | 종이에 펜 외 | 25.2x17.8cm 외 (26건),"2,500,000 - 6,000,000",낙찰 X,N/A
피천득 皮千得 외 39인,2023.08.17,"방명록 芳名錄 : 근대문인유묵전 近代文人遺墨展 | 1990년, 2006-2007년 | 종이에 먹 외 | 31x25cm","5,000,000 - 8,000,000",낙찰 X,N/A
구본웅 具本雄,2023.08.17,봄을 기다리는 마음 | 종이에 펜 | 18.8x12.3cm | 능성 綾城/사영 士英,"2,000,000 - 4,000,000","2,600,000","600,000"
김용진 金容鎭,2023.08.17,매난국죽 梅蘭菊竹 | 1942년(임오) | 비단에 수묵담채 | 38.5x127.5cm | 안동 安東/성구 聖九,"700,000 - 2,000,000","1,100,000","400,000"
강필주 姜弼周,2023.08.17,송하노인 松下老人 | 1921년(신유) | 비단에 수묵담채 | 27x41.5cm | 진주 晋州,"600,000 - 1,500,000","1,900,000","1,300,000"
이도영 李道榮,2023.08.17,고사인물 高士人物 | 1916년(병진) | 비단에 수묵담채 | 125x33cm | 연안 延安/중일 仲一,"1,000,000 - 2,500,000","1,200,000","200,000"
이상범 李象範,2023.08.17,산수 山水 | 비단에 수묵담채 | 127x36cm | 전주 全州,"1,800,000 - 3,500,000","2,600,000","800,000"
허백련 許百鍊,2023.08.17,사계산수 四季山水 | 1937년(정축) | 종이에 수묵담채 | 132.3x31cmx4 | 양천 陽川,"5,000,000 - 10,000,000",낙찰 X,N/A
황종하 黃宗河,2023.08.17,송하맹호 松下猛虎 | 비단에 수묵담채 | 125x57cm | 부평 富平/동필 東必,"2,000,000 - 4,000,000","2,100,000","100,000"
정성원 鄭成源,2023.08.17,산수 山水 : 방칠칠초춘도 倣七七初春圖 | 비단에 수묵담채 | 20x21.5cm | 영일 迎日,"300,000 - 800,000","450,000","150,000"
장우성 張遇聖,2023.08.17,매화 梅花 | 1974년(갑인) | 종이에 수묵담채 | 44.5x51cm | 단양 丹陽,"500,000 - 1,200,000",낙찰 X,N/A
허건 許楗,2023.08.17,추산만종 秋山晩鐘 | 종이에 수묵담채 | 30.3x114.3cm | 양천 陽川,"1,000,000 - 2,300,000","1,300,000","300,000"
"오세창 吳世昌 제, 이응노 李應魯 외 6인 화",2023.08.17,시경 詩境 : 합작 | 종이에 수묵담채 | 32.5x131cm,"1,800,000 - 3,500,000",낙찰 X,N/A
김진우 金振宇,2023.08.17,묵죽 墨竹 | 1930년(경오) | 종이에 수묵 | 136x66cm | 강릉 江陵/군협 君協,"1,000,000 - 3,000,000","1,800,000","800,000"
김기창 金基昶,2023.08.17,청풍명월구오객 淸風明月俱吾客 : 선면 | 1971년(신해) | 종이에 수묵담채 | 14x49cm | 김해 金海,"1,000,000 - 2,500,000",낙찰 X,N/A
박대성 朴大成,2023.08.17,산수 山水 | 종이에 수묵담채 | 30x34.5cm,"600,000 - 1,300,000","900,000","300,000"
고희동 高羲東 외 8인,2023.08.17,"사군자 四君子·시고 詩稿 : 합작병풍 | 1925년(을축) | 종이에 먹, 수묵담채 | 132x38cmx8 | 제주 濟州","4,000,000 - 8,000,000","7,000,000","3,000,000"
이상범 李象範,2023.08.17,산수 山水 | 1956년(병신) | 종이에 수묵담채 | 33.2x126.7cm | 전주 全州,"10,000,000 - 25,000,000","16,500,000","6,500,000"
작가미상,2023.08.17,수하고사 樹下高士 | 종이에 수묵담채 | 28x17.5cm,"1,000,000 - 2,500,000","2,100,000","1,100,000"
허련 許鍊,2023.08.17,산수 山水 | 종이에 수묵담채 | 75.5x35.5cm | 양천 陽川/정일 精一,"3,000,000 - 7,000,000","4,300,000","1,300,000"
허백련 許百鍊,2023.08.17,동교영춘 東郊迎春 | 종이에 수묵담채 | 120x32cm | 양천 陽川,"600,000 - 1,300,000",낙찰 X,N/A
김응원 金應元,2023.08.17,석란 石蘭 | 종이에 수묵담채 | 138x33.7cm | 김해 金海/석범 錫範,"600,000 - 1,500,000",낙찰 X,N/A
최우석 崔禹錫,2023.08.17,파교심매 灞橋尋梅 | 종이에 수묵담채 | 30.5x121cm,"800,000 - 1,500,000","800,000",0
박승무 朴勝武,2023.08.17,해활천공 海闊天空 : 선면 | 1959년(기해) | 종이에 수묵담채 | 13.3x46.5cm | 반남 潘南,"400,000 - 800,000",낙찰 X,N/A
이유태 李惟台,2023.08.17,산수 山水 : 마산에서 | 1953년(계사) | 종이에 수묵담채 | 33.6x45.3cm | 태안 泰安,"400,000 - 800,000",낙찰 X,N/A
변시지 邊時志,2023.08.17,산수 山水 | 종이에 수묵담채 | 26.4x23.7cm,"1,500,000 - 3,500,000","1,900,000","400,000"
작가미상,2023.08.17,금강산 金剛山 | 비단에 수묵담채 | 38x27.5cm,"600,000 - 1,500,000","3,000,000","2,400,000"
서병오 徐丙五,2023.08.17,석란 石蘭 | 1930년 | 종이에 수묵 | 134x33.5cm | 달성 達城/순원 舜原,"500,000 - 1,400,000","600,000","100,000"
김규진 金圭鎭,2023.08.17,묵죽 墨竹 : 청풍일절 淸風逸節 | 종이에 수묵 | 134x32.2cm | 남평 南平/용삼 容三,"600,000 - 1,300,000","600,000",0
김용진 金容鎭,2023.08.17,사군자 四君子 | 종이에 수묵담채 | 86.8x30.4cmx4 | 안동 安東/성구 聖九,"1,500,000 - 3,000,000",낙찰 X,N/A
박승무 朴勝武,2023.08.17,설청 雪晴 | 종이에 수묵담채 | 35.2x44cm | 반남 潘南,"600,000 - 1,200,000","600,000",0
정종여 鄭鍾汝,2023.08.17,산수 山水 대련 | 종이에 수묵담채 | 91.5x24cmx2 | 초계 草溪,"3,500,000 - 7,000,000","5,200,000","1,700,000"
이의양 信園 李義養,2023.08.17,산수 山水 : 고가 세이리 古賀精里(1750-1817) 찬 | 종이에 수묵담채 | 100.8x28cm | 안산 安山/이신 爾信,"25,000,000 - 50,000,000",낙찰 X,N/A
이시눌 李時訥,2023.08.17,산수 山水 : 선면 | 종이에 수묵담채 | 14.5x40cm | 벽진 碧珍,"3,000,000 - 6,000,000","3,000,000",0
"셋신 雪津 화, 이성국 李誠國 제",2023.08.17,"묵포도 墨葡萄 | 종이에 수묵, 먹 | 86.2x28.6cm | 아산 牙山/필보 弼甫","8,000,000 - 20,000,000",낙찰 X,N/A
조선 주린 朝鮮 酒鄰,2023.08.17,송응 松鷹 | 종이에 수묵담채 | 137x46cm,"3,000,000 - 5,000,000","3,000,000",0
이방언 李邦彦,2023.08.17,사무사 무불경 思無邪 無不敬 | 종이에 먹 | 79x33.5cmx6 | 전주 全州/미백 美伯,"10,000,000 - 20,000,000","10,000,000",0
이철무 李哲懋,2023.08.17,시고 詩稿 2점 | 종이에 먹 | 36.5x50cmx2 | 전주 全州/군장 君章,"4,000,000 - 8,000,000",낙찰 X,N/A
김의신 金義信,2023.08.17,월 月·시고 詩稿 | 종이에 먹 | 128x48.7cm | 김해 金海,"3,000,000 - 6,000,000",낙찰 X,N/A
양기훈 楊基薰,2023.08.17,어옹 漁翁 | 종이에 수묵 | 167x81.3cm | 중화 中和/치남 痴南,"5,000,000 - 10,000,000",낙찰 X,N/A
김규진 金圭鎭,2023.08.17,묵죽십곡병 墨竹十曲屛 | 종이에 수묵 | 140x36.5cmx10 | 남평 南平/용삼 容三,"7,000,000 - 15,000,000",낙찰 X,N/A
지창한 池昌翰,2023.08.17,산수 山水 | 비단에 수묵 | 125x35cm | 충주 忠州,"700,000 - 1,500,000","700,000",0
지창한 池昌翰,2023.08.17,게 蟹 | 1921년 | 비단에 수묵 | 145x31cm | 충주 忠州,"400,000 - 1,000,000","400,000",0
김윤보 金允輔,2023.08.17,산수 山水 | 비단에 수묵담채 | 118x40.2cm,"1,000,000 - 2,500,000",낙찰 X,N/A
이하응 李昰應,2023.08.17,석란 石蘭 | 1887년(정해) | 비단에 수묵 | 136.5x42cm | 전주 全州/시백 時伯,"12,000,000 - 25,000,000",낙찰 X,N/A
초상화 유지초본 肖像畫 油紙草本,2023.08.17,"명곡 최석정 明谷 崔錫鼎, 벽계 이덕수 蘗溪 李德壽 | 종이에 수묵담채 | 43x32.5cmx2","30,000,000 - 60,000,000","30,000,000",0
지암 이철보 止庵 李喆輔 초상,2023.08.17,| 비단에 채색 | 34x27cm | 연안延安/보숙保叔,"20,000,000 - 45,000,000",낙찰 X,N/A
난재 조명채 蘭齋 曺命采 초상,2023.08.17,. | 비단에 채색 | 34x27cm | 창녕 昌寧/주경 疇卿,"20,000,000 - 45,000,000","20,000,000",0
책가도팔곡병 冊架圖八曲屛,2023.08.17,| 종이에 채색 | 56x33cmx8,"35,000,000 - 70,000,000","35,000,000",0
양기훈 楊基薰,2023.08.17,노안 蘆雁 : 대련 | 1903년(광무7년) | 비단에 수묵담채 | 144x36.5cmx2 | 중화 中和/치남 痴南,"1,500,000 - 3,000,000",낙찰 X,N/A
김형수 金瑩洙,2023.08.17,묵죽 墨竹 | 1921년(신유) | 비단에 수묵 | 140.5x53cm,"1,000,000 - 2,500,000","1,100,000","100,000"
황철 黃鐵,2023.08.17,산수 山水 | 비단에 수묵 | 132.3x43.6cm | 창원 昌原/야조 冶祖,"1,500,000 - 3,000,000",낙찰 X,N/A
민경갑 閔庚甲,2023.08.17,길상여일 吉祥如一 | 1973년(계축) | 종이에 수묵담채 | 32x71cm | 여흥 驪興,"1,000,000 - 2,300,000","1,000,000",0
허형 許瀅,2023.08.17,산수 山水 2점 | 종이에 수묵담채 | 25.8x25.8cmx2 | 양천 陽川,"400,000 - 1,000,000",낙찰 X,N/A
이용우 李用雨,2023.08.17,백두성봉 白頭聖峯 | 종이에 수묵담채 | 31.5x46.5cm | 경주 慶州/창윤 蒼潤,"500,000 - 1,000,000","1,100,000","600,000"
김학수 金學洙,2023.08.17,산수 山水 | 종이에 수묵담채 | 46.5x69.5cm,"600,000 - 1,400,000",낙찰 X,N/A
최우석 崔禹錫,2023.08.17,화조영모팔곡병 花鳥翎毛八曲屛 | 종이에 수묵담채 | 129x32.4cmx8,"2,500,000 - 5,000,000",낙찰 X,N/A
심인섭 沈寅燮,2023.08.17,산수십곡병 山水十曲屛 | 비단에 수묵담채 | 117.7x33cmx10 | 청송 靑松,"3,000,000 - 6,000,000",낙찰 X,N/A
