날짜,제목,작가,생존여부,연도,재료,크기,추정가,낙찰가
2021-08-26,산수도,소정 변관식,사망,1936,종이에 수묵,33×85.3㎝,"1,500,000","1,500,000"
2021-08-26,영지괴석도,이당 김은호,사망,1928,종이에 수묵담채,24×65.5㎝,"1,500,000","1,600,000"
2021-08-26,만리장강,이당 김은호,사망,null,종이에 수묵담채,33.9×134.5㎝,"1,500,000","1,600,000"
2021-08-26,하경산수,청전 이상범,사망,null,종이에 수묵담채,32.5×127.2㎝,"18,000,000","20,000,000"
2021-08-26,-,null,null,null,,N/A,,N/A
2021-08-26,호접도,기야 이방운,사망,null,종이에 수묵,31×40㎝,"10,000,000","10,000,000"
2021-08-26,묵란도,황산 김유근,사망,null,종이에 수묵,17.4×26.3㎝,"5,000,000",N/A
2021-08-26,묵포도도,전 휴휴당 이계호,사망,null,종이에 수묵,45×41㎝,"2,000,000",N/A
2021-08-26,노포추용,의재 허백련,사망,null,종이에 수묵담채,32×126.5㎝,"1,000,000","1,000,000"
2021-08-26,추경산수,청전 이상범,사망,1961,종이에 수묵담채,50.7×115.5㎝,"25,000,000","26,000,000"
2021-08-26,노근란도 8폭병풍,석파 이하응,사망,null,종이에 수묵,각 119×28㎝,"25,000,000","25,000,000"
2021-08-26,송하맹호도,송수관 김달황,null,null,비단에 수묵담채,107.5×41.5㎝,"10,000,000","15,000,000"
2021-08-26,죽호도,중형 김맹식,null,null,종이에 수묵,117×54㎝,"15,000,000","18,000,000"
2021-08-26,서원아집도,괴원 변지한,null,null,종이에 수묵담채,102.6×38.5㎝,"5,000,000",N/A
2021-08-26,맹호출산도 · 송응도,송암 이시눌,null,null,종이에 수묵담채,각 114×34㎝,"15,000,000",N/A
2021-08-26,강절선생 · 횡거선생 초상 일괄,작자미상,null,null,비단에 수묵담채,각 31.5×20.5㎝,"10,000,000","10,000,000"
2021-08-26,책거리 8폭병풍,작자미상,null,null,종이에 수묵채색,각 63.2×36.3㎝,"35,000,000","35,000,000"
2021-08-26,표피도 8폭병풍,null,null,null,종이에 수묵채색,각 135.5×51.5㎝,"500,000,000",N/A
2021-08-26,노송도,단원 김홍도,사망,null,종이에 수묵담채,105×53.5㎝,"400,000,000","420,000,000"
2021-08-26,방 단원 김홍도 <노송도>: 솔바람,효은 이태호,사망,2021,종이에 수묵담채,63.5×24㎝,"5,000,000","5,000,000"
2021-08-26,송하탄금도,호생관 최북,사망,null,종이에 수묵담채,31×27.7㎝,"12,000,000","15,500,000"
2021-08-26,수서가장첩,null,null,null,종이에 수묵,각 27.5×18.5㎝,"500,000,000","860,000,000"
2021-08-26,정양사,겸재 정선,사망,null,종이에 수묵담채,28×41㎝,"200,000,000","370,000,000"
2021-08-26,구룡연,제당 배렴,사망,1946,종이에 수묵담채,141.5×147㎝,"15,000,000","15,000,000"
2021-08-26,금강사계 10폭병풍,소정 변관식,사망,1970,종이에 수묵담채,각 133×33㎝,"80,000,000","80,000,000"
2021-08-26,봉후도,정재 오일영,사망,1918,비단에 수묵담채,149×39㎝,"1,500,000","4,000,000"
2021-08-26,군호도,작자미상,null,null,종이에 수묵담채,112.7×39㎝,"2,500,000","2,500,000"
2021-08-26,수렵도,작자미상,null,null,종이에 수묵담채,57×33㎝,"2,000,000",N/A
2021-08-26,묵매도,송은 박창수,null,null,비단에 수묵,123×40㎝,"1,000,000",N/A
2021-08-26,수조도,월전 장우성,사망,1977,종이에 수묵담채,69×45㎝,"1,500,000","1,000,000"
2021-08-26,설경,현초 이유태,사망,null,종이에 수묵담채,32.8×56㎝,"600,000","650,000"
2021-08-26,금강일만이천봉,소산 박대성,사망,2014,종이에 수묵담채,56.5×77㎝,"2,500,000","4,800,000"
2021-08-26,출품취소,null,null,null,,N/A,,N/A
2021-08-26,닭,고암 이응노,사망,null,종이에 수묵담채,33×30.5㎝,"1,500,000","2,100,000"
2021-08-26,사당도,작자미상,null,null,종이에 수묵,106.8×64㎝,"4,000,000",N/A
2021-08-26,명홍무제유상,작자미상,null,null,종이에 수묵담채,60×34㎝,"3,000,000","3,000,000"
2021-08-26,천상열차분야지도,작자미상,null,null,종이에 수묵담채,107.5×76㎝,"7,000,000",N/A
2021-08-26,화조도 대련,작자미상,null,null,나무에 채색,각 23.5×138㎝,"3,500,000",N/A
2021-06-10,천도,가혜 이방자,사망,null,종이에 수묵담채,59.5×31㎝,"500,000","900,000"
2021-06-10,화조도,청계 정종여,사망,1974,종이에 수묵담채,48.5×30㎝,"1,500,000",N/A
2021-06-10,초충묘도,작자미상,null,null,비단에 수묵담채,27.5×21.5㎝,"3,000,000","4,200,000"
2021-06-10,장생도,작자미상,null,null,종이에 수묵담채,19×14㎝,"3,000,000","10,000,000"
2021-06-10,군방자재,묵로 이용우,사망,null,종이에 수묵담채,33×132.5㎝,"1,000,000","1,000,000"
2021-06-10,매작도,탄월 김경원,사망,1962,종이에 수묵담채,33×111.3㎝,"1,000,000","1,600,000"
2021-06-10,묵매도,소치 허련,사망,null,종이에 수묵담채,51×35.8㎝,"2,000,000","2,400,000"
2021-06-10,갈선연단도,우청 황성하,사망,null,비단에 수묵담채,27×51㎝,"700,000","900,000"
2021-06-10,하산연운,의재 허백련,사망,null,종이에 수묵담채,27×24㎝,"1,000,000","1,300,000"
2021-06-10,하산평야,소정 변관식,사망,1970,종이에 수묵담채,34.8×51.5㎝,"2,000,000","2,300,000"
2021-06-10,농가풍경,학산 김창수,null,null,비단에 수묵담채,52×31.5㎝,"5,000,000","18,500,000"
2021-06-10,쌍구도,작자미상,null,null,종이에 수묵담채,43.5×27㎝,"700,000","6,500,000"
2021-06-10,취태백도,심전 안중식,사망,1908,종이에 수묵담채,59×125.3㎝,"3,000,000","3,000,000"
2021-06-10,-,null,null,null,,N/A,,N/A
2021-06-10,묵죽도,해강 김규진,사망,null,비단에 수묵,123.5×33.5㎝,"700,000",N/A
2021-06-10,풍죽도,해강 김규진,사망,1921,비단에 수묵,130×40㎝,"1,500,000","1,500,000"
2021-06-10,기명절지도 대련,관재 이도영,사망,null,종이에 수묵담채,각 121.8×30.1㎝,"2,000,000",N/A
2021-06-10,기명절지도 대련,관재 이도영,사망,null,종이에 수묵담채,116.5×31.8㎝,"1,000,000","3,000,000"
2021-06-10,화훼영모도 10폭병풍,내고 박생광,사망,null,종이에 수묵담채,각 125.5×35㎝,"4,000,000","5,000,000"
2021-06-10,연화도,우현 송영방,사망,null,종이에 수묵담채,75.5×139㎝,"1,500,000","1,600,000"
2021-06-10,연압도,작자미상,null,null,비단에 수묵채색,111.5×31.5㎝,"700,000",N/A
2021-06-10,어해도,희원 이한철,사망,null,비단에 수묵채색,137.7×31㎝,"5,000,000","5,000,000"
2021-06-10,화조도 8폭병풍,작자미상,null,null,비단에 수묵채색,각 94×35㎝,"6,000,000",N/A
2021-06-10,화조도 8폭병풍,작자미상,null,null,종이에 수묵담채,각 61.5×33㎝,"4,000,000",N/A
2021-06-10,괴석호접도 6폭병풍,작자미상,null,null,종이에 수묵담채,각 70×36.5㎝,"3,000,000","13,000,000"
2021-06-10,신선동자도,작자미상,null,null,종이에 수묵채색,52×32.5㎝,"1,500,000","1,500,000"
2021-06-10,신선동자도,작자미상,null,null,종이에 수묵채색,55.5×32.8㎝,"1,500,000","1,500,000"
2021-06-10,백동자도 8폭병풍,작자미상,null,null,종이에 수묵담채,각 78.1×36.9㎝,"35,000,000",N/A
2021-06-10,동자문자도,작자미상,null,null,종이에 수묵채색,34×31.5㎝,"2,000,000","2,200,000"
2021-06-10,궁궐도,작자미상,null,null,비단에 수묵채색,123.5×31.5㎝,"3,000,000","3,000,000"
2021-06-10,효자도 8폭병풍,작자미상,null,null,종이에 수묵담채,각 75×30.7㎝,"8,000,000","25,000,000"
2021-06-10,관동팔경 8폭병풍,작자미상,null,null,비단에 수묵담채,각 91×31㎝,"4,000,000","4,400,000"
2021-06-10,동정추월 · 산시청람,작자미상,null,null,종이에 수묵담채,각 63.5×35.5㎝,"2,500,000",N/A
2021-06-10,주유도 · 조어도 지두화 대련,겸현 우상하,null,null,종이에 수묵담채,각 73.5×32.5㎝,"5,000,000","5,000,000"
2021-06-10,포대화상도 · 시고,설탄 한시각,사망,null,종이에 수묵,"69.5×27㎝, 89.5×27.5㎝","40,000,000","50,000,000"
2021-06-10,습득도,설탄 한시각,사망,null,종이에 수묵,79.5×31.5㎝,"40,000,000","50,000,000"
2021-06-10,-,null,null,null,,N/A,,N/A
2021-06-10,묵죽도,서암 김유성,사망,null,종이에 수묵,98×37.5㎝,"5,000,000","11,500,000"
2021-06-10,모자우도,묵호 전충효,null,null,비단에 수묵담채,25.5×22.3㎝,"7,000,000","7,000,000"
2021-06-10,중국 궁중설화첩,작자미상,null,null,종이에 수묵담채,각 38.8×15.1㎝,"50,000,000","50,000,000"
2021-06-10,-,null,null,null,,N/A,,N/A
2021-06-10,표피도,작자미상,null,null,종이에 수묵채색,각 128x57㎝,"300,000,000","300,000,000"
2021-06-10,십이지괴석모란도 12첩병풍,작자미상,null,null,비단에 채색,각 201×66.5㎝,,"500,000,000"
2021-06-10,자화상,표암 강세황,사망,null,종이에 수묵담채,36x27㎝,"100,000,000","105,000,000"
2021-06-10,풍속화 2점 일괄,기산 김준근,null,null,비단에 수묵채색,각 25×34.5㎝,"18,000,000","34,000,000"
2021-06-10,죽림칠현,이당 김은호,사망,null,비단에 수묵채색,36.5×128㎝,"8,000,000",N/A
2021-06-10,백로도,운보 김기창,사망,1985,비단에 수묵채색,62×65㎝,"7,000,000","7,300,000"
2021-06-10,널뛰기,운보 김기창,사망,null,비단에 수묵채색,34.5×43㎝,"5,000,000",N/A
2021-06-10,승무,이당 김은호,사망,1958,비단에 채색,99.5×48㎝,"5,000,000","14,500,000"
2021-06-10,고사인물도 10폭병풍,이당 김은호,사망,1928,비단에 채색,각 138.3×42㎝,"25,000,000","44,000,000"
2021-06-10,일월쌍조도 대련,작자미상,null,null,종이에 수묵담채,각 83×39㎝,"2,000,000","2,100,000"
2021-06-10,황룡도,작자미상,null,null,종이에 수묵채색,59×99㎝,"8,000,000","30,000,000"
2021-06-10,감모여재도: 만성당수좌사첨령가지위,작자미상,null,null,무명에 채색,117.8×81.4㎝,"5,000,000","13,500,000"
2021-06-10,무신도 2점 일괄,작자미상,null,null,종이에 수묵채색,左_ 72.5×59.5㎝ 右_ 76.5×62㎝,"6,000,000",N/A
2021-06-10,기자상,성곡 이남식,사망,null,비단에 수묵채색,123.5×42.3㎝,"5,000,000","5,000,000"
2021-06-10,책거리 8폭병풍,작자미상,null,null,종이에 수묵담채,각 54.5×33㎝,"2,500,000","2,500,000"
2021-06-10,화조도 6폭병풍,작자미상,null,null,비단에 수묵채색,각 83×30.7㎝,"1,800,000","1,800,000"
2021-06-10,고사인물도,작자미상,null,null,비단에 수묵채색,50×36㎝,"2,000,000",N/A
2021-06-10,고사인물화첩,작자미상,null,null,종이에 수묵채색,23×20㎝ 외 6폭,"12,000,000",N/A
2021-06-10,경직도 6폭병풍,작자미상,null,null,비단에 수묵담채,각 67.7×28.5㎝,"10,000,000","22,000,000"
2021-03-04,병아리,탄월 김경원,사망,null,종이에 수묵담채,30×41.5㎝,"1,000,000","1,000,000"
2021-03-04,원앙,하산 유치봉,사망,null,비단에 수묵담채,13.5×29.6㎝,"1,000,000",N/A
2021-03-04,연꽃과 개구리,운초 박기준,null,1857,비단에 수묵담채,22×25㎝,"1,000,000","1,000,000"
2021-03-04,화훼초충도,작자미상,null,null,비단에 수묵담채,각 29×26.5㎝,"6,000,000","6,000,000"
2021-03-04,송하인물도,남농 허건,사망,null,종이에 수묵담채,27.5×23.5㎝,"1,000,000","1,000,000"
2021-03-04,송하맹호도,이당 김은호,사망,null,비단에 수묵담채,27.5×23.5㎝,"1,000,000","1,000,000"
2021-03-04,구룡도,작자미상,null,null,종이에 수묵담채,14.4×47.2㎝,"1,000,000",N/A
2021-03-04,표작도,작자미상,null,null,종이에 수묵담채,9.5×27.5㎝,"1,000,000",N/A
2021-03-04,어해도,묵로 이용우,사망,null,종이에 수묵담채,33.6×131.4㎝,"2,000,000","2,100,000"
2021-03-04,어락도,탄월 김경원,사망,null,비단에 수묵담채,74.5×48.9㎝,"1,000,000","2,100,000"
2021-03-04,소과합작도,해강 김규진 외 5인,null,null,종이에 수묵담채,135.5×44㎝,"3,000,000","3,100,000"
2021-03-04,기명절지도,관재 이도영,사망,null,종이에 수묵담채,120.4×30.3㎝,"1,000,000","1,000,000"
2021-03-04,괴석도,소치 허련,사망,null,종이에 수묵담채,105×32.8㎝,"1,000,000","1,000,000"
2021-03-04,만년기수,춘곡 고희동,사망,1933,종이에 수묵담채,N/A,"1,000,000","1,200,000"
2021-03-04,송·죽·매 합작도,의재 허백련,사망,null,종이에 수묵담채,116×31.6㎝,"1,000,000",N/A
2021-03-04,괴석묵란도,소호 김응원,사망,null,비단에 수묵,124.5×42.6㎝,"1,000,000","1,000,000"
2021-03-04,설중방매도,이당 김은호,사망,null,비단에 수묵담채,138×33㎝,"5,000,000","5,000,000"
2021-03-04,금강우후,이당 김은호,사망,null,종이에 수묵,83×96㎝,"10,000,000",N/A
2021-03-04,하경산수,청전 이상범,사망,null,종이에 수묵,N/A,"7,000,000","16,000,000"
2021-03-04,어락도,소림 조석진,사망,null,종이에 수묵,117×31.8㎝,"2,000,000","6,500,000"
2021-03-04,성루추풍,석연 양기훈,사망,null,종이에 수묵,129.5×320㎝,"10,000,000","10,000,000"
2021-03-04,화조도 8폭병풍,작자미상,null,null,비단에 수묵담채,129.5×320㎝,"4,000,000","4,000,000"
2021-03-04,화훼초충도,작자미상,null,null,종이에 수묵담채,72.5×37.3㎝,"15,000,000","15,000,000"
2021-03-04,괴석묵란도,몽인 정학교,사망,null,종이에 수묵,128.9×32㎝,"3,000,000","7,000,000"
2021-03-04,묵포도도,작자미상,null,null,비단에 수묵,70.8×51.5㎝,"2,000,000","2,800,000"
2021-03-04,선인도해도,작자미상,null,null,종이에 수묵담채,85×45.5㎝,"4,000,000","5,800,000"
2021-03-04,산수인물도,작자미상,null,null,종이에 수묵담채,28×21.7㎝,"3,000,000",N/A
2021-03-04,산도 3점 일괄,작자미상,null,null,비단에 수묵,각 109.5×59.5㎝,"3,000,000",N/A
2021-03-04,산수도 10폭병풍,작자미상,null,null,종이에 수묵담채,畵_95×34.7㎝ 書_102×34.7㎝,"5,000,000",N/A
2021-03-04,소상팔경 중 6폭병풍,작자미상,null,null,종이에 수묵담채,각 111.6×33.4㎝,"4,000,000","4,400,000"
2021-03-04,고사인물도 8폭병풍,작자미상,null,null,종이에 수묵담채,각 56.3×36㎝,"10,000,000","11,500,000"
2021-03-04,책가도 6폭병풍,작자미상,null,null,종이에 채색,N/A,"15,000,000","15,000,000"
2021-03-04,신선도,작자미상,null,null,종이에 채색,49.5×25.5㎝,"1,000,000","1,100,000"
2021-03-04,동자문자도,작자미상,null,null,종이에 수묵채색,0.5×31㎝,"2,000,000","2,200,000"
2021-03-04,화조도 6폭병풍,작자미상,null,null,종이에 수묵채색,각 77.3×43㎝,"3,000,000","3,000,000"
2021-03-04,화조도,소송 김정현,null,1972,종이에 수묵담채,3.2×131㎝,"1,500,000","1,500,000"
2021-03-04,금강군봉,제당 배렴,사망,1965,종이에 수묵담채,16.5×57㎝,"1,000,000","1,500,000"
2021-03-04,강산잔춘,심향 박승무,사망,null,종이에 수묵담채,125.5×120㎝,"2,500,000","3,000,000"
2021-03-04,자미화,애춘 신명연,사망,null,종이에 수묵담채,27×34㎝,"5,000,000",N/A
2021-03-04,묵매도,애춘 신명연,사망,null,종이에 수묵,27×34㎝,"5,000,000","5,000,000"
2021-03-04,불수천도도,애춘 신명연,사망,null,종이에 수묵,27×34㎝,"5,000,000","5,000,000"
2021-03-04,묵매도,노천 방윤명,사망,null,종이에 수묵,27×33.5㎝,"3,000,000","3,600,000"
2021-03-04,묵국도,우봉 조희룡,사망,null,종이에 수묵,22.7×26.7㎝,"7,000,000","7,000,000"
2021-03-04,경직도,작자미상,null,null,비단에 수묵담채,각 127.5×50㎝,"20,000,000","24,000,000"
2021-03-04,송하위기도,겸현 우상하,null,null,비단에 수묵담채,142.2×105㎝,"50,000,000","100,000,000"
2021-03-04,해산선학도,단원 김홍도,사망,null,비단에 수묵담채,87×40.2㎝,"130,000,000","138,000,000"
2021-03-04,주상전다도,호생관 최북,사망,null,종이에 수묵담채,70.7×42.7㎝,"90,000,000","140,000,000"
2021-03-04,팔준도,현재 심사정,사망,null,종이에 수묵담채,25.5×34.4㎝,"50,000,000",N/A
2021-03-04,산수도,긍원 김양기,null,null,종이에 수묵담채,107.3×29.5㎝,"10,000,000","10,000,000"
2021-03-04,추순탁속,겸재 정선,사망,null,비단에 수묵담채,23×17.8㎝,"50,000,000","53,000,000"
2021-03-04,화조도8폭병풍,작자미상,null,null,종이에 채색,각 92×41㎝,,N/A
2021-03-04,희원 이한철,희원 이한철,사망,null,종이에 수묵담채,145×440㎝,"100,000,000","140,000,000"
2021-03-04,-,null,null,null,,N/A,,N/A
2021-03-04,황학루도,신원 이의양,사망,null,종이에 수묵담채,92.8×28.3cm,"12,000,000",N/A
2021-03-04,묵란도,석파 이하응,사망,null,종이에 수묵,25.5×23.7㎝,"1,000,000","2,800,000"
2021-03-04,묵란도,운미 민영익,사망,null,종이에 수묵,29.3×50.5㎝,"10,000,000","10,000,000"
2021-03-04,묵란도,소봉 나수연,사망,null,종이에 수묵,28.3×59㎝,"1,000,000","1,400,000"
2021-03-04,산수도,사쿠마 데츠엔,사망,null,비단에 수묵담채,41.8×115.8㎝,"6,000,000","8,000,000"
2021-03-04,방倣 혜원 신윤복 홍루대주 청금상련,묵로 이용우,사망,null,종이에 수묵담채,左_25×29㎝ 右_24.3×28㎝,"5,000,000","9,800,000"
2021-03-04,방倣 겸재 정선 수조도,두산 정술원,사망,null,종이에 수묵,104.5×59.5㎝,"2,000,000","2,000,000"
2021-03-04,무지개,월전 장우성,사망,null,종이에 수묵담채,6.2×53.3㎝,"1,000,000","1,200,000"
2021-03-04,노안도,고암 이응노,사망,null,종이에 수묵,35.5×45.5㎝,"3,000,000","3,000,000"
2021-03-04,향원정,가혜 이방자,사망,null,칠보,15×12㎝,"1,000,000","3,000,000"
2021-03-04,장강추성,소송 김정현,사망,1948,종이에 수묵담채,97×109㎝,"1,000,000","1,400,000"
2021-03-04,인물화,벽천 나상목,사망,1952,비단에 수묵담채,N/A,"1,000,000",N/A
2020-12-14,묵죽도,금강산인 김진우,사망,null,종이에 수묵,31×20.5㎝,"500,000","500,000"
2020-12-14,석란도,설해 민택기,사망,null,종이에 수묵,32.5×47㎝,"300,000","300,000"
2020-12-14,산수도,설초 이종우,사망,null,종이에 수묵담채,27×24㎝,"800,000","800,000"
2020-12-14,괴석묵죽도,해강 김규진,사망,null,종이에 수묵,50.6×36.5㎝,"1,000,000","1,000,000"
2020-12-14,산수도,하산 유치봉,사망,null,비단에 수묵담채,20.3×13.5㎝,"1,000,000","1,000,000"
2020-12-14,난향석수죽청,해강 김규진,사망,1891,종이에 수묵,38.5×142.7㎝,"1,200,000","1,200,000"
