name,size,estimate,final_price
나전칠기 고사...,13×34.5×54.5㎝,"1,200,000","1,200,000"
석정,14×94×95㎝,"10,000,000",
석조 장승(천...,59×44×20㎝,"13,000,000","10,000,000"
목조 화훼장식...,72×9×54㎝,"3,500,000","3,500,000"
매죽문 일월연...,"①2.2×25×15㎝, ②2×25×15㎝","2,000,000","2,000,000"
벼루 8점,총 8점 일괄,"1,000,000","1,000,000"
먹줄통 2점,"大-5.5×5.5×13.8㎝, 小-4.5×3.5×11.5㎝","500,000","800,000"
목각 부부인형...,"男-33㎝, 女-29㎝","800,000","800,000"
초롱 한 쌍,90㎝(2EA),"1,500,000","1,500,000"
아얌,128×27㎝,"1,200,000","1,200,000"
조각보 5점,총 5점 일괄,"1,000,000","1,000,000"
낙선재 옻칠 ...,"주전자-15.5×14×11.5㎝, 벼루-14×8㎝, 벼루집-3.5×23.8×16㎝, 붓-32㎝","1,000,000","1,200,000"
이왕가 금제 ...,6×4.5㎝,"50,000,000",
순종황제 수결...,"증서-45×60㎝, 훈장-10.5×4.5㎝","5,000,000",
양주 13점,총 13점 일괄,"3,500,000","5,000,000"
엔틱 스탠드,167㎝,"1,000,000","1,000,000"
어피 장도*,98.5㎝,"700,000","700,000"
육필 시고,25×17㎝,"50,000,000",
조선미술모양집...,28×21㎝(6EA),"1,000,000","1,000,000"
흠흠신서 4책...,22.5×15.5㎝(4EA),"700,000","900,000"
정종대왕어제 ...,31×20.5㎝(3EA),"500,000",
어부도,84×112㎝,"2,000,000",
쌍계도,33×41㎝,"2,000,000",
해금강도,66×42㎝,"1,500,000","1,500,000"
선면 백매도,14.5×52.5㎝,"500,000","500,000"
강상도*,38×53.5㎝,"1,000,000",
한옥마을*,33×41㎝,"1,000,000","1,100,000"
기려도,71×38.5㎝,"3,500,000","3,500,000"
어해도,54×54㎝,"500,000","500,000"
세한삼우도,34.5×135㎝,"600,000","600,000"
괴석묵란도 4...,122.5×32㎝(4EA),"1,500,000","1,500,000"
산수화 2점,119.5×33.5㎝(2EA),"1,200,000","1,300,000"
계산초옥도,124×34㎝,"600,000","600,000"
"설경산수, 삼...","산수-123.5×35㎝, 삼우도-127×31㎝","800,000","1,000,000"
팔가조중백일장,131×32㎝,"500,000","700,000"
화조도 4폭,122.5×30㎝(4EA),"1,500,000","1,500,000"
나한도,96.5×63㎝,"3,000,000",
독성탱화,143×81㎝,"2,500,000",
금강전후팔경 ...,67×273㎝,"35,000,000",
책가도 8폭병...,58.5×30.5㎝,"8,000,000","8,000,000"
수렵도 10폭...,88.5×35㎝,"6,500,000",
묵란도 6폭,115×31㎝(6EA),"3,000,000","3,600,000"
화훼도 8폭병...,79×35㎝,"4,000,000","4,300,000"
사계산수 10...,116×30㎝,"3,000,000","3,000,000"
장생도 6폭연...,107×254㎝,"1,300,000",
자수 송록도 ...,98×268㎝,"1,000,000","1,100,000"
자수 고동기 ...,132.5×34㎝,"500,000","500,000"
시고 10폭·...,"글-133×33㎝, 그림-113×314㎝","500,000","600,000"
낙지론 10폭...,134×33㎝,"1,500,000","1,500,000"
묵서 8폭병풍,121.5×32㎝,"1,000,000",
휘호('천주통...,96×33㎝,"1,000,000",
휘호('부암연...,37×102㎝,"1,500,000",
간찰 2점,"①23.5×39㎝, ②22.5×39㎝","1,000,000",
간찰 7점,총 7점 일괄,"2,000,000","2,200,000"
간찰 14점,총 14점 일괄,"1,500,000","2,700,000"
간찰 24점,총 24점 일괄,"1,200,000","1,700,000"
선면 시고,18×49㎝,"500,000","600,000"
시('광화문'...,67×32㎝,"2,500,000","2,500,000"
시화('믿음과...,31.5×40.5㎝,"500,000",
널뛰기,40×57㎝,"800,000","800,000"
시화('사랑은...,60×40㎝,"1,000,000","1,000,000"
Sul fin...,100×100㎝,"500,000","500,000"
고궁,38×45.5㎝,"500,000","500,000"
고담 중에서,38×34.5㎝,"1,000,000","1,000,000"
과수원집 딸,31×40.5㎝,"1,000,000","1,000,000"
두 여인,80×67㎝,"600,000","900,000"
모정(초저녁),53×45.5㎝,"1,000,000",
The Att...,48×48㎝,"500,000","600,000"
토기송,45.5×38㎝,"1,000,000","1,300,000"
여름날,32×41㎝,"2,000,000","2,000,000"
맥-엄마의 바...,32.5×42.5㎝,"2,000,000",
가족도,19×25㎝,"2,000,000","2,000,000"
목가,53×46㎝,"2,000,000","2,000,000"
조개,79×79㎝,"3,000,000",
지함·목어·석...,91×116.5㎝,"7,000,000","8,500,000"
Pearl E...,130×130㎝,"8,000,000",
말과 글(나의...,72×90㎝,"15,000,000",
도리깨질,72.5×53㎝,"4,000,000","4,000,000"
두 동무,58.5×41.5㎝,"800,000","800,000"
GoldenA...,80.5×117㎝,"800,000",
묘법,41×55㎝,"2,000,000","2,600,000"
층 - 빨강꽃,73×62㎝,"2,000,000","2,000,000"
어널 어널 어...,73.5×73.5㎝,"1,500,000","1,500,000"
여인상,80㎝,"3,000,000","4,500,000"
민무늬 토기,51×24㎝,"1,000,000","1,000,000"
토기 승석문호,26×16.5㎝,"300,000","300,000"
토기 굽다리양...,18.5×15×13㎝,"300,000","400,000"
토기 양이편호,22.5×7.5×10.5㎝,"500,000","500,000"
귀면 와,19×17㎝,"1,500,000","3,200,000"
명문 와당 2...,"수막새-17.5×15×41㎝, 암막새-28×28×44㎝","300,000","650,000"
절병통,70×38㎝,"500,000","600,000"
청자 오리연적,9×6.5×12㎝,"23,000,000",
분청상감 포류...,26×5.5×10㎝,"1,500,000","1,900,000"
분청조화 인화...,7.7×16.5×5.8㎝,"1,800,000","1,800,000"
백자 사이호,36×25×24㎝,"8,000,000","8,000,000"
백자 병 2점,"左-25×6×8㎝, 右-25×6×9㎝","300,000","400,000"
청자음각 운문...,30×5×9.3㎝,"300,000","350,000"
청자상감 화훼...,28.5×10×9.3㎝,"300,000","400,000"
청자투각 칠보...,15×5.5×10.5㎝,"400,000","1,000,000"
청자진사양각 ...,30×18×10.5㎝,"300,000","450,000"
청자상감음각 ...,15×14.5×13㎝,"200,000","250,000"
분청 승석문차...,14.8×12×9.5㎝,"200,000","300,000"
분청 귀얄문완,6.3×14.5×5.5㎝,"200,000","250,000"
백자 정호완 ...,"左-8×13.5×5.5㎝, 中-7.5×14.4×5.5㎝, 右-7.6×13.5×5.5㎝","500,000","500,000"
금채화 화웨문...,"병-24×5×6.5㎝, 호①-24×11×12㎝, 호②-24×10×10㎝","400,000","600,000"
금채화 국화문...,"다관-8.5×4.8×4㎝, 잔-3.5×6.5×2.3㎝(5EA)","300,000","400,000"
분청 덤벙완,7.8×14×5.5㎝,"200,000","350,000"
백자청화철화 ...,27×15.5×10.5㎝,"200,000","350,000"
분청 병 ('...,14×4.5×8.5㎝,"200,000","550,000"
화류목 오층탁...,183×38×60.5㎝(2EA),"1,500,000","1,500,000"
화조문 의걸이...,176.8×47×106.5㎝,"500,000","1,500,000"
삼층 찬장,158×41.5×101㎝,"600,000","600,000"
이층장,105.5×39×85㎝,"500,000","600,000"
화류목 사군자...,129×45×82㎝(2EA),"500,000","500,000"
죽제 만자문이...,118.5×37×77㎝,"300,000","750,000"
곶감 궤,49×64×131㎝,"1,500,000","1,500,000"
개구멍 반닫이,61×37.8×94.8㎝,"400,000","400,000"
경기도 반닫이,77.5×43×88.5㎝,"600,000","600,000"
충청도 반닫이,79×43×90㎝,"500,000","500,000"
전라도 반닫이,78×48×94㎝,"400,000","500,000"
괴목 반닫이,57×43.5×88㎝,"400,000","400,000"
화각 풍속문문...,"경대-162×30.5×88㎝, 문갑-40.3×30.5×88.8㎝(2EA)","1,000,000","1,000,000"
화각 풍속문머...,61×44×66㎝(2EA),"500,000","700,000"
화각 풍속문이...,86×40.5×64㎝,"400,000","700,000"
나전칠기 운룡...,24.5×34×59㎝,"800,000","800,000"
나전칠기 가리...,121×242㎝,"500,000","600,000"
목제상감 당초...,"大-182×180㎝, 小-137.5×134㎝","300,000","350,000"
소형 반닫이,25.5×22×36.8㎝,"200,000","200,000"
가께수리,38×31.5×60㎝,"300,000","300,000"
약함,36×19×29.5㎝,"300,000","550,000"
지함,14×17.5×32㎝,"500,000","600,000"
서류함,12×14.5×30.3㎝,"600,000","800,000"
목제 찬합 2...,"左-24×14.5×14.5㎝, 右-23×17×17㎝","200,000","300,000"
석조 관솔대,132×36×44㎝,"3,000,000","4,200,000"
석조 사자상,35×15×40㎝,"700,000","1,500,000"
인장 15점*,총 15점 일괄,"400,000","600,000"
거북문 벼루,1.7×18×11.5㎝,"200,000","200,000"
벼루 2점,"左-3×19.3×11.5㎝, 右-4.5×21.5×13㎝","300,000","300,000"
은상감 장도*,104㎝,"500,000","900,000"
청동 방울 일...,일괄,"500,000","500,000"
무쇠 화로 및...,총 10점 일괄,"300,000","300,000"
방짜유기 화로,26×33×22㎝,"300,000",
목조 봉황 한...,38×12×9㎝(2EA),"1,000,000","1,000,000"
휴대용 장기판,29.5×33㎝,"300,000","800,000"
발 2점,175×135.5㎝(2EA),"400,000","1,000,000"
흑혜,5.5×7.5×25.5㎝,"300,000",
Vintage...,"CARTIER-7㎝, S.T.DUPONT-9.8㎝, CHRISTIAN DIOR-7.1㎝","600,000","700,000"
GUCCI K...,"GUCCI-6×9.5㎝, MONTBLANC Wallet-10.5×19㎝·Key Case-6.8×10.5㎝(2EA)","400,000","400,000"
Audemar...,25×25㎜,"2,000,000","2,200,000"
IWC Vin...,30㎜,"1,800,000","1,900,000"
손흥민 친필 ...,265㎜,"15,000,000",
시집('동경'...,20×15.5㎝,"4,000,000","4,600,000"
백사집 15책...,28.5×19.5㎝(15EA),"800,000","800,000"
한음선생문고 ...,30×20㎝(5EA),"400,000",
율곡전서 6책,27.3×19㎝(6EA),"300,000","350,000"
대동여지도,97×61.5㎝,"3,000,000","4,000,000"
경상도 지도,45.5×31.5㎝,"1,500,000",
천문도,115×87.5㎝,"3,000,000","3,000,000"
경혈도(측·후...,68.5×89㎝,"1,500,000","1,700,000"
석정소장심화첩,30×41.8㎝,"2,000,000","3,000,000"
금강산도첩(1...,34.5×37.5㎝,"1,000,000","1,400,000"
춘화도·춘화첩...,"①18×207㎝, ②119×20㎝, ③19.5×120㎝, ④22×221㎝","300,000","400,000"
영창청공,66×43㎝,"1,000,000","1,200,000"
삼묘도,44×36㎝,"300,000",
노송도('다수...,37×33㎝,"300,000","300,000"
동하영월,22×22㎝,"200,000","300,000"
추강조어도,44×33㎝,"1,000,000","1,400,000"
경작도,48×48㎝,"300,000","300,000"
"노점, 장의자...",26.5×17.5㎝(2EA),"300,000","350,000"
수하선인도('...,34×49.5㎝,"500,000",
달마도,42×34.5㎝,"200,000",
쌍어도,25×34㎝,"500,000","500,000"
수하조어도,28.5×24㎝,"300,000","300,000"
계산누각도,26.5×26.5㎝,"300,000",
운룡도,28×67㎝,"400,000","400,000"
탄금도,22×26.5㎝,"6,000,000","6,000,000"
하강어부,109.5×38㎝,"1,000,000","1,000,000"
괴석묵죽도,90×31㎝,"400,000","400,000"
"석란도, 목련",122×31.5㎝(2EA),"300,000","300,000"
대부귀,137.5×34.5㎝,"500,000","800,000"
천도복숭아,138.5×34㎝,"500,000","600,000"
영모화훼도,73.5×32㎝,"300,000","350,000"
오죽청향,32×122.5㎝,"600,000","800,000"
새벽의 행진,94×147.5㎝,"2,000,000",
선화('청산은...,73×134㎝,"600,000","600,000"
화조도 12폭...,136×33.5㎝,"2,000,000","2,000,000"
화조도 4폭·...,69.5×35㎝,"2,000,000","2,000,000"
십장생도 10...,134×399㎝,"600,000","4,600,000"
묵죽도 8폭병...,80×30㎝,"1,500,000","1,500,000"
사군자 10폭...,112×36㎝,"500,000","800,000"
자수 백수백복...,110×26.3㎝,"500,000","600,000"
백수백복도 1...,"백수백복도-97×31.5㎝, 척주동해비-96.5×31.5㎝","300,000","700,000"
훈민정음 8폭...,112×36.5㎝,"800,000","800,000"
간찰 28점,총 28점 일괄,"300,000","300,000"
간찰첩 2점,31×52㎝(2EA),"300,000","350,000"
묵서('대 그...,31.5×44㎝,"500,000","500,000"
휘호('청정시...,35×35㎝,"300,000","350,000"
휘호('치복'...,29.5×55㎝,"1,000,000",
휘호('겸광수...,32×127.5㎝,"400,000","400,000"
휘호('다선일...,18×58㎝,"300,000","500,000"
휘호('옥산채...,33.5×132㎝,"200,000","200,000"
Venus a...,76×57㎝,"6,000,000",
Puar Gu...,45×30㎝,"3,000,000",
ABCDEFU...,119×119㎝,"15,000,000",
Calling,121×91㎝,"70,000,000",
Cuadern...,97×130㎝,"30,000,000",
A trip ...,112.5×82㎝,"6,000,000","6,000,000"
"Carot, ...",88×88㎝,"15,000,000","15,000,000"
Frolici...,88×88㎝,"15,000,000","15,000,000"
You are...,95×110㎝,"6,000,000",
Reign B...,123×114㎝,"4,000,000","4,000,000"
저 멀리 보이...,117×91㎝,"5,000,000","5,000,000"
세잎 클로버를...,91×73㎝,"5,000,000",
Hold me...,100×100㎝,"7,000,000",
ECRITUR...,57×72㎝,"25,000,000",
Print B,73×103㎝,"30,000,000",
For Mat...,61×48㎝,"5,000,000",
Reina y...,84×86.5㎝,"3,000,000",
기도하는 예수...,45.5×33.5㎝,"300,000","350,000"
회항,60×50㎝,"200,000","200,000"
태양과 꽃,23×16㎝,"300,000","350,000"
장미,24.5×34㎝,"300,000",
결실,32×41㎝,"200,000","700,000"
솔 1511 ...,60×38㎝,"700,000","900,000"
기다림,45×38㎝,"400,000","400,000"
이야기들,39×52㎝,"300,000",
물고기와 연꽃,34×28㎝,"300,000","450,000"
심성의 기호,38.5×46㎝,"400,000","500,000"
반작용·체험-...,25×31.5㎝,"600,000","600,000"
MC 2022...,91×116.3㎝,"1,000,000",
MS 2022,90×130.5㎝,"1,500,000",
석류,27×45.5㎝,"5,000,000","5,000,000"
가족도 - 꽃...,38×46㎝,"6,000,000","7,000,000"
누드,99.5×70.5㎝,"1,500,000","2,000,000"
신화에서,72.5×61㎝,"1,500,000","1,500,000"
그대 곁으로…,50×120㎝,"1,500,000",
산사,72.5×60㎝,"1,000,000",
삽화 24점(...,93×30㎝,"500,000",
얼굴,21.5×14.5㎝,"200,000","200,000"
동자,67×44㎝,"300,000","400,000"
부채 - 꽃,31×21㎝,"200,000",
Walking...,14×9㎝(5EA),"1,000,000","1,000,000"
White Z...,21×14.5㎝,"500,000","500,000"
Pleated...,21×14.5㎝,"500,000","500,000"
Clean S...,36.2×17.8×17.8㎝,"2,000,000","2,000,000"
Passing...,20.3×15.2×15.2㎝(3EA),"3,000,000","3,000,000"
연화문 와당 ...,총 8점 일괄,"700,000","800,000"
연당초문 문양...,6×30.6×30.6㎝,"2,000,000","2,800,000"
녹유 토기 호,13.2×8×11㎝,"4,500,000","4,500,000"
분청 인화문접...,6×18.5×5㎝,"1,000,000",
청자퇴화 국화...,8.5×15.5×5.5㎝,"3,500,000","3,500,000"
청자상감음양각...,8.5×19×6.5㎝,"8,000,000","8,000,000"
분청 인화문대...,7.5×18.2×8㎝,"2,000,000",
분청 귀얄문양...,13.5×7.5×7.5㎝,"4,500,000","4,500,000"
분청상감 국화...,11.5×3.3×4.3㎝,"2,500,000","2,700,000"
분청 귀얄문호,33×13×13.5㎝,"30,000,000","30,000,000"
백자투각 '분...,13.5×11×11㎝,"15,000,000","15,000,000"
백자철화양각 ...,13.5×12×10.5㎝,"8,000,000",
백자청화 운봉...,8×29.5×16.5㎝,"15,000,000","17,000,000"
백자양각 쌍학...,"잔대-9×13×8㎝, 잔-4.8×7.8×3.5㎝","25,000,000","40,000,000"
백자양각 '천...,4.5×5.7×5.7㎝,"5,000,000","5,000,000"
백자청화 국죽...,3.5×10.5×6.5㎝,"5,500,000",
백자철화 조형...,5×9.5×4.5㎝,"6,000,000",
백자청화 송학...,13×2×5㎝,"5,000,000","7,000,000"
백자 주전자,14.5×5×6㎝,"1,500,000","1,500,000"
백자 사각제기,10.5×19×13.5㎝,"1,500,000","1,600,000"
백자청화 목단...,15.5×8.5×11.5㎝,"4,000,000",
백자청화 운학...,20.5×4.8×8.5㎝,"4,500,000","5,000,000"
흑유 병,13.5×3×5㎝,"1,000,000","1,000,000"
백자청화 '남...,2×11×15.5㎝(5EA),"1,500,000","1,500,000"
백자 명기 일...,일괄,"1,500,000",
전주장,93×30.5×72㎝,"6,500,000","6,500,000"
관복장,152×44.5×74㎝,"1,000,000",
이층 한지장,162.5×49×90㎝,"1,500,000","1,600,000"
밀양 반닫이,73×42.5×115㎝,"40,000,000","40,000,000"
양산 반닫이,66×42×88.7㎝,"1,000,000","1,900,000"
나주 반닫이,59×33×81.5㎝,"700,000","1,000,000"
오동나무 이층...,82×27×55.5㎝,"1,200,000","1,200,000"
이층 찬장,140.5×58×124.5㎝,"1,200,000","1,400,000"
팥 뒤주,52.5×39.7×57㎝,"1,000,000","1,000,000"
서랍 문갑,38×28.5×67.5㎝,"2,000,000","2,000,000"
먹감 문갑 S...,24.5×22.5×60㎝(2EA),"1,500,000","1,600,000"
서안,33×31.5×75.5㎝,"3,500,000","3,800,000"
화형 일주반,25×30×27.5㎝,"1,800,000","1,900,000"
통영반,27.5×38×40.5㎝,"1,200,000","1,200,000"
만자문 해주반,27.5×33.3×40㎝,"500,000","500,000"
만자문 십이각...,30×42×42㎝,"1,500,000","2,100,000"
내사용 주칠 ...,36×86.5×70㎝,"1,500,000","13,000,000"
금동 여래입상,21.5㎝,별도문의,"50,000,000"
금동 여래삼존...,9×3.8×10㎝,별도문의,"50,000,000"
수미단 선인장...,"①16×68㎝, ②16×70㎝[①·② in 1 Frame], ③16×59㎝, ④21×52㎝","4,500,000","4,800,000"
현판('돈정기...,47.5×147.5㎝,"800,000",
능화판,43×35.5㎝,"800,000","1,000,000"
논어·맹자문 ...,1.8×21×30㎝(2EA),"1,000,000","1,300,000"
석조 연갑거북...,"①39.5×53×64㎝, ②35×33×55㎝","3,000,000","3,000,000"
석제 약연,15×32×59㎝,"2,000,000","2,200,000"
곱돌 약탕기,18×16.5×23㎝,"800,000","900,000"
석조 거북벼루,8.5×11×16㎝,"1,000,000","1,000,000"
일월연,2×27×17㎝,"1,000,000","1,100,000"
남포석 죽절문...,"은사연-3×11×17.5㎝, 금사연-2.5×15×23.4㎝","5,000,000",
반짇고리,16×26.8×26.8㎝,"4,500,000","4,500,000"
관모함,23×36×36㎝,"500,000","500,000"
문서함,9.5×10×38.5㎝,"700,000","700,000"
사각함,20.8×18.5×47㎝,"1,000,000","1,100,000"
철제은상감 '...,7.5×16.5㎝,"600,000","600,000"
목제 거북빗장...,"大-9.5×20×26㎝(2EA), 小-8.5×11×22.5㎝(2EA)","1,200,000","1,900,000"
"떡살 2점, ...",총 6점 일괄,"1,500,000","1,500,000"
꼭두 25점,총 25점 일괄,"2,500,000","4,000,000"
윤보선·박정희...,"윤보선-23.5×72㎝, 박정희-26.5×20㎝, 전두환-21×27.5㎝, 노태우-26×36㎝","12,000,000","12,000,000"
박정희 전(前...,10×25.5×35㎝,"1,000,000","1,000,000"
김대중 전(前...,44.5×33㎝(2EA),"1,500,000",
LIFE - ...,36×27㎝,"1,500,000","1,200,000"
신제여지전도,35×123㎝,"2,500,000",
조선전도(RO...,54.5×38㎝,"10,000,000",
아마타경귀경게...,29.5×20㎝,"1,200,000",
안기원 시고 ...,34.5×23㎝,"800,000","800,000"
서화보,30.5×19.5㎝,"1,000,000","1,100,000"
서화첩,29.5×22㎝,"1,000,000","1,500,000"
춘화·사진첩(...,13×9㎝,"2,000,000",
강고춘일도 화...,28.5×585㎝,"2,000,000","2,600,000"
화조도첩(6매...,23×22㎝,"1,000,000","1,400,000"
영모화훼도첩(...,15.5×25㎝,"1,000,000","1,400,000"
괴석묵모란도,55×35㎝,"700,000","1,100,000"
연압도,40.5×57㎝,"800,000","1,000,000"
빨래터,21.5×26.5㎝,"2,000,000","2,000,000"
쌍학도,37×45㎝,"1,200,000",
백합,30×39㎝,"1,200,000",
부귀도('근하...,64×65㎝,"600,000","600,000"
관폭도,28×19.5㎝,"1,000,000","1,500,000"
하운출곡,125×33㎝,"1,000,000","1,600,000"
"하경산수, 추...",115×30㎝(2EA),"1,400,000","1,400,000"
진주 촉석루,104×30.5㎝,"1,000,000",
묵모란도,139×34㎝,"600,000",
춘경산수,32.5×126㎝,"7,500,000","7,500,000"
월하조어도,30×127.5㎝,"2,000,000",
불로장춘,31×127㎝,"1,000,000","1,500,000"
쌍송도('송운...,33×93㎝,"400,000","700,000"
묵란도,27×153.5㎝,"800,000","1,100,000"
응시도,116×48㎝,"2,500,000","2,500,000"
화접도,48.5×30.5㎝,"2,000,000","2,000,000"
신선도,113×32㎝,"800,000","800,000"
승학신선도,31×17㎝,"1,000,000",
효자도('양향...,44×28㎝,"700,000","700,000"
설화도,41×32㎝,"700,000","700,000"
책가도 대련,93.5×41.5㎝(2EA),"2,500,000","2,700,000"
책가도,91×53㎝,"1,200,000",
칠성탱화,92.5×156.5㎝,"4,000,000",
산수화 8폭병...,97×29.5㎝,"12,000,000","12,000,000"
괴석묵란도 8...,127×36.5㎝,"4,000,000",
화조도 8폭,121.5×30.5㎝,"1,500,000","1,600,000"
백동자도 10...,75×32.3㎝,"12,000,000","21,000,000"
백동자도 8폭...,71×39㎝,"6,500,000","7,500,000"
영모화훼도 6...,31×16.5㎝,"1,000,000","1,600,000"
영모화훼도 8...,68×36㎝,"2,500,000","3,600,000"
화조도 8폭병...,67×32㎝,"2,500,000","4,600,000"
화접도 8폭병...,68×35㎝,"2,500,000","3,800,000"
휘호('금풍'...,60×54㎝,"3,500,000",
휘호('대도무...,128.5×33.5㎝,"700,000","800,000"
휘호('향성'...,69×136㎝,"1,600,000","1,700,000"
휘호('추월춘...,34.5×123㎝,"600,000","600,000"
휘호('무이묘...,34×130㎝,"500,000","500,000"
묵서('함께 ...,35×68㎝,"5,000,000","5,000,000"
간찰*,21×27㎝,"1,000,000",
휘호('수여산...,40×61.5㎝,"400,000","500,000"
선화('향기로...,91×61㎝,"500,000","600,000"
계곡,45.5×53.5㎝,"500,000","500,000"
자연과의 조화...,13.5×16.5㎝(2EA in 1 Frame),"600,000",
새와 산,31.6×41㎝,"700,000","800,000"
가을 풍경,27×38㎝,"500,000",
사과,47.5×97㎝,"900,000",
침묵의 시간,89×63㎝,"700,000",
해인사,61×50㎝,"1,300,000",
경회루,71×60㎝,"1,000,000","1,200,000"
미륵불,62×32㎝,"3,000,000","3,300,000"
여인,51.5×44㎝,"3,000,000",
새,36×43.5㎝,"1,000,000","1,000,000"
"무제, 연하장","무제-49×63㎝, 연하장-17.5×25.5㎝","600,000",
부산 자갈치 ...,45×90㎝,"1,500,000",
탑,45×37㎝,"1,800,000","1,800,000"
봄,44×37㎝,"1,000,000","1,100,000"
통통배,17.5×36.5㎝,"1,400,000",
설경,27.5×24㎝,"600,000","700,000"
무제 10점,22×20㎝(10EA),"800,000","900,000"
The Mob...,33×26.5㎝,"400,000",
Sukjeon...,38×90㎝,"500,000","600,000"
맨드라미,35×54㎝,"800,000",
탄생,63.5×22×22㎝,"1,500,000","1,500,000"
Golden ...,91.5×91.5㎝(10EA),"25,000,000",
Femme e...,48.5×40.5㎝,"1,000,000","1,100,000"
HOPE Go...,15×15×7㎝,"3,500,000","3,500,000"
220 For...,"Vol.1-43.6×31.2㎝(236 pages), Vol.2-28×19.8㎝(174 pages)","4,500,000",
돌도끼 11점,총 11점 일괄,"1,000,000","1,200,000"
붉은 간 토기...,"大-12.5×9㎝, 小-11×7.5㎝","3,500,000","3,500,000"
토기 장경호,27.5×15.5×14.5㎝,"300,000","300,000"
토기 매병,40×6×14㎝,"1,000,000","1,000,000"
녹청자 완,7.5×17×5㎝,"300,000","500,000"
녹청자 수구호,9.5×17×14㎝,"700,000","900,000"
청자양각 연판...,10.3×10.3×7.5㎝(2EA),"6,000,000","6,000,000"
백자 병,31.5×8×12.5㎝,"300,000",
백자 장군,25×5×7㎝,"500,000","800,000"
백자투각 팔괘...,18.5×10×8㎝,"1,500,000","1,800,000"
백자청화 파초...,27×4×9㎝,"200,000","600,000"
백자청화 시문...,13.2×11.5×9.2㎝,"1,500,000","1,500,000"
백자철화 초화...,23.5×6×8.5㎝,"300,000","400,000"
백자청화 매죽...,16.5×9.8×10㎝,"4,000,000","4,000,000"
백자청화 칠보...,5.5×3.5×3.7㎝,"2,500,000","2,500,000"
백자 해태연적,4×4×7㎝,"2,000,000","2,200,000"
백자청화 '수...,3×7.5×7.5㎝,"2,500,000","2,700,000"
백자철화 거북...,5×14×20㎝,"1,000,000","1,700,000"
백자철화진사 ...,5×3.5㎝,"1,500,000","1,600,000"
백자철화 포도...,25.5×10×11㎝,"400,000","500,000"
백자철화 죽문...,9×13.5×6㎝,"500,000","1,100,000"
흑유 호 2점,"左-9.5×9×5.5㎝, 右-10.5×9.5×6㎝","150,000","350,000"
회령요 운문양...,29.5×33×19.5㎝,"200,000","200,000"
오지 확독,17×47.5×37.5㎝,"200,000","250,000"
도자기 인장 ...,총 46점 일괄,"500,000",
청자 주전자 ...,총 12점 일괄,"2,000,000",
백자 도원경장...,61.5×9×9.5㎝,"500,000","600,000"
백자철화 도원...,33.5×7×7.7㎝,"500,000","500,000"
청자음각퇴화 ...,48×7.5×17㎝,"600,000","1,000,000"
청자상감 국화...,25.5×17×13.5㎝,"400,000","700,000"
청자상감 류문...,24×4.5×9㎝,"300,000","300,000"
청자상감 운학...,11×4.5×4.5㎝,"200,000","450,000"
청자양각퇴화 ...,"左-23×15×12.5㎝, 右-24.5×17.5×10.5㎝","500,000","600,000"
"청자 병, 청...","병-26×7×8㎝, 호-24.5×11.5×10.5㎝","400,000","400,000"
분청 '낙선재...,7.5×23×11㎝,"400,000","500,000"
분청채색 오리...,20×6×22㎝(2EA),"300,000","400,000"
분청 호 ('...,37×17.5×14㎝,"500,000",
백자 5인다기...,"주전자-10.5×9×6.5㎝, 숙우-7.5×15×6㎝, 잔-5.5×7.1×4.2㎝(5EA), 잔대-3.5×12×5.3㎝(5EA)","300,000","500,000"
금채화 공작문...,"병-24×5×6.5㎝, 화병①-21.5×7×7㎝, 화병②-23×10×12㎝, 화병③-21.3×8.5×7.5㎝","500,000","600,000"
금채화 화훼문...,7×12×5.5㎝,"300,000","400,000"
분청 편호 (...,"편호(산수)-25.5×5×9.5㎝, 편호(악사)-24.5×5×9.3㎝, 주전자-14.5×7×9.8㎝, 잔-8.5×6.5×5.3㎝(6EA), 잔대-2.5×13×7.3㎝(6EA)","500,000","700,000"
화조문 화초장,178×44×92.5㎝,"500,000","900,000"
의걸이장,193×49.5×104㎝,"300,000","300,000"
경기도 삼층장,162×50×102㎝,"500,000","500,000"
울산 문갑이층...,155×42.5×91㎝,"600,000","600,000"
이층농,130.5×41.5×90㎝,"1,200,000","1,200,000"
용목 이층농,136.5×41.5×88㎝,"700,000","700,000"
고창 괴목 반...,66×37×91㎝,"1,500,000","1,600,000"
박천 반닫이,98.5×46×99㎝,"700,000","700,000"
개성 반닫이,87.5×46×97㎝,"400,000","700,000"
반닫이,56×37×84㎝,"500,000","1,000,000"
화류목 송학문...,129×37×136㎝,"500,000","500,000"
나전칠기 영모...,"경대-164×32.8×85.3㎝, 문갑-35.3×32.8×78㎝(2EA)","500,000","800,000"
나전칠기 장생...,"경대-174×36.8×94.1㎝, 문갑-38×36.6×89.5㎝(2EA), 탁자-78.5×36.8×45.6㎝(2EA)","800,000","900,000"
사방탁자,101.5×25×42.5㎝,"700,000",
책반닫이,62×28.5×65㎝,"1,500,000","1,500,000"
만자문 경상,28.5×25.7×62.5㎝,"1,500,000","1,500,000"
호작문 연상,27×29×42㎝,"700,000","800,000"
해주반,26×36×47㎝,"600,000","600,000"
나전칠기 어해...,22.5×27×34.5㎝,"500,000","900,000"
화각 풍속문보...,"大-31.5×16.5×27.5㎝, 小-9.5×15×22.5㎝","500,000","700,000"
